Date,Hour,Client_ID,Game,Video_Category,Post_Date_Hour,Editorial_Video_Plays
2019-01-07,14,1193012861,Knicks at Lakers 2019-01-04,Highlight Clip,2019010500,2
2019-01-07,14,1771968356,Knicks at Lakers 2019-01-04,Coach Interview,2019010422,2
2019-01-07,14,1821887053,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-07,15,144666662.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010200,1
2019-01-07,15,794604206.2,Knicks at 76ers 2018-02-12,Highlight Clip,2018021221,1
2019-01-07,15,1401090212,Knicks at Nuggets 2019-01-01,Player Interview,2019010200,1
2019-01-07,16,482712882.2,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-07,17,4023737.155,Knicks at Nuggets 2019-01-01,Player Interview,2019010200,1
2019-01-07,17,717984714.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-07,17,1158501980,Knicks at Nuggets 2019-01-01,Player Interview,2019010200,1
2019-01-07,17,1532785703,Knicks vs Trail Blazers 2018-11-20,Feature,2018112019,1
2019-01-07,17,1958089182,Knicks at Lakers 2019-01-04,Highlight Clip,2019010510,1
2019-01-07,18,75943375.15,Knicks vs Trail Blazers 2018-11-20,Celebrity Alumni Interview,2018112021,1
2019-01-07,19,78067170.15,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-07,19,313463476.2,Knicks at Lakers 2019-01-04,Coach Interview,2019010422,1
2019-01-07,20,368312339.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010200,1
2019-01-07,20,1257709523,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-07,21,337976119.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-07,21,420014029.2,Knicks vs Hornets 2018-12-09,Full Episode,2018121010,1
2019-01-07,21,702075592.2,Knicks vs Bucks 2018-12-01,Highlights Analysis,2018120117,1
2019-01-07,21,2106998356,"Knicks at Hawks 2018-11-07,Knicks at Raptors 2018-11-10,Knicks vs Magic 2018-11-11",Full Episode,2018110612,1
2019-01-07,22,133821923.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-07,22,142807674.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-07,22,438357263.2,Knicks at Wizards 2018-03-25,Highlight Clip,2018051513,1
2019-01-07,22,463816740.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-07,22,2040467457,Knicks at Pelicans 2018-11-16,Feature,2018111620,1
2019-01-07,23,40669069.15,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-07,23,234237698.2,Knicks vs Nets 2018-10-29,Highlight Clip,2018102920,1
2019-01-07,23,390541104.2,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-07,23,390541104.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,2
2019-01-07,23,1045280623,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-07,23,1741216059,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-07,23,1889141828,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,0,91377303.15,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,0,712544913.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,0,854095059.2,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-08,0,1810333955,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,1
2019-01-08,0,1810333955,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,0,1909948615,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,0,2041057664,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-08,1,873575398.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,1,873575398.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,1,942461463.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,1,1040206906,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,1,1188472319,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,1,1235867474,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,1,1337402994,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,1,1355352711,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,1,1355352711,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,1,1519650202,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,1,1774985720,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,2,107709828.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,2,331656838.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,2,333725619.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,2,436856043.2,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-08,2,442169138.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,2,635564308.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,2,935202406.2,Knicks at Lakers 2019-01-04,Coach Interview,2019010422,1
2019-01-08,2,1112038101,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,2,1138564372,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,2,1188472319,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,2,1229157655,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,1
2019-01-08,2,1235867474,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010800,1
2019-01-08,2,1286426948,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,2,1337402994,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,2,1337402994,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,2,1340760847,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,2,1556837455,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,2,1723915783,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,2,1723915783,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,2,1723915783,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,2,1741722817,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,2,1741722817,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,1
2019-01-08,2,1741722817,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,2,1760332377,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,1
2019-01-08,2,2061245638,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,2,2065731066,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,3,213064618.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,3,213064618.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,1
2019-01-08,3,213064618.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,3,1119601038,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,2
2019-01-08,3,1119601038,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,3,1541646125,Knicks vs Warriors 2018-10-26,Feature,2018102518,1
2019-01-08,3,1610753263,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,3,1892404675,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,4,57963456.15,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,4,160403701.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010801,1
2019-01-08,4,160403701.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,4,160403701.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,4,233651284.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,4,389766352.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,4,813009000.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,2
2019-01-08,4,901740247.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,4,1154977601,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,4,1154977601,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,4,1154977601,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,4,1921885843,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,4,1943722556,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,4,2057367387,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,5,343753115.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,5,606028743.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,5,890025091.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,5,998242453.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,2
2019-01-08,5,998242453.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010800,1
2019-01-08,5,998242453.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010800,1
2019-01-08,5,998242453.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,5,1005618177,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,5,1084029168,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,2
2019-01-08,5,1084029168,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,5,1227933668,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,5,1741898309,Knicks at Suns 2018-01-26,"Announcer Call,Highlight Clip",2018012623,1
2019-01-08,5,1846397104,Knicks at Nuggets 2019-01-01,Coach Interview,2019010215,1
2019-01-08,5,1846397104,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-08,5,1846397104,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,5
2019-01-08,5,1884248167,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,6,94215662.15,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,2
2019-01-08,6,203629624.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,6,600576341.2,Knicks vs Hornets 2018-12-09,Full Episode,2018121010,2
2019-01-08,6,909174776.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,6,1043856911,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,6,1373023707,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,6,1617773601,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,7,74341515.15,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,7,463067903.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,7,1251337511,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,7,1292820218,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,7,1617773601,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010801,1
2019-01-08,7,1718281636,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,7,1970495984,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,8,71316067.15,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,8,526511687.2,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,1
2019-01-08,8,526511687.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,8,533827593.2,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-08,8,533827593.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,2
2019-01-08,8,761570484.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,8,761570484.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,8,1014352730,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,8,1057795251,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,8,1063952111,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,8,1257172828,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,8,1292820218,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010801,1
2019-01-08,8,1292820218,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010801,1
2019-01-08,8,1292820218,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,8,1929004681,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,8,2109910338,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,9,74341515.15,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,9,516808595.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,9,761570484.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,9,761570484.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,9,902998726.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,9,934779454.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,9,1286965970,Knicks at Lakers 2019-01-04,Player Interview,2019010722,1
2019-01-08,9,1286965970,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,1
2019-01-08,9,1286965970,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,9,1286965970,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,9,1503520730,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,9,1592201244,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,9,1845177502,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,9,2098588080,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,9,2106793587,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,9,2106793587,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,10,921862755.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,10,941634718.2,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-08,10,1286965970,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,10,1443611875,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,10,1563224955,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,10,1651258784,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,10,1898388807,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,11,37617417.14,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,11,136511721.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,11,139370165.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,11,605464550.2,Knicks at Wizards 2018-03-25,Feature,2018032518,1
2019-01-08,11,1218401278,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,11,1369907439,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,11,1369907439,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,11,1369907439,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,11,1690455699,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,11,1920532940,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,11,1943778981,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,11,1943778981,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,11,1950646978,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,11,1989551811,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-08,12,288011017.2,Knicks at Nuggets 2019-01-01,Coach Interview,2019010215,1
2019-01-08,12,288011017.2,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-08,12,288011017.2,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,4
2019-01-08,12,368816732.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,12,950482911.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,12,1052982388,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,2
2019-01-08,12,1114707178,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,2
2019-01-08,12,1649092453,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,12,1758852363,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,12,1898431674,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,2
2019-01-08,12,1994581525,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,12,1994581525,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,1
2019-01-08,12,1994581525,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,2
2019-01-08,12,1994581525,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,12,1994581525,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,12,2059719195,Knicks at Nuggets 2019-01-01,Coach Interview,2019010215,1
2019-01-08,12,2059719195,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-08,12,2059719195,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,5
2019-01-08,13,120580184.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,13,196568740.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,1
2019-01-08,13,440118844.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,13,440118844.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,2
2019-01-08,13,440118844.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010800,1
2019-01-08,13,481201137.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,13,1042520127,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,13,1042520127,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010801,1
2019-01-08,13,1193599452,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,13,1845216673,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,13,2076480876,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,13,2076480876,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,13,2112775092,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,2
2019-01-08,14,290362473.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,1
2019-01-08,14,685773172.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,14,960477542.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,14,1139860848,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-08,14,1176551802,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,14,1292820218,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,14,1317751470,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-08,14,1352141717,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,1
2019-01-08,14,1361260841,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,14,1395354637,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,2
2019-01-08,14,1395354637,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,1
2019-01-08,14,1607296361,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010723,1
2019-01-08,14,1651200591,Knicks at Bucks 2018-02-02,Celebrity Alumni Interview,2018020221,1
2019-01-08,14,2120750181,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,15,238837332.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,15,608776391.2,Knicks vs Magic 2018-04-03,Feature,2018040319,1
2019-01-08,15,673509206.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,15,673509206.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,15,735687544.2,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,15,951373680.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,1
2019-01-08,15,1570195160,Knicks at Nuggets 2019-01-01,Coach Interview,2019010215,1
2019-01-08,15,1570195160,Knicks at Nuggets 2019-01-01,Highlights Analysis,2019010215,3
2019-01-08,15,1570195160,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,4
2019-01-08,15,2021226295,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,16,189830182.2,Knicks at Heat 2018-03-21,Highlight Clip,2018032120,1
2019-01-08,16,322540306.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,16,322540306.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,16,322540306.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,16,900326002.2,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010722,1
2019-01-08,16,900326002.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,16,1173718679,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,16,1257172828,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,2
2019-01-08,16,1397841619,Knicks at Nuggets 2019-01-01,Player Interview,2019010215,2
2019-01-08,16,1543930207,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,16,1543930207,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,3
2019-01-08,16,1543930207,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,16,1543930207,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010811,1
2019-01-08,16,1710240354,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,16,1710240354,Knicks at Trail Blazers 2019-01-07,Segment,2019010811,1
2019-01-08,16,1771968356,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,16,1771968356,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,2
2019-01-08,16,1771968356,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,16,1771968356,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010801,1
2019-01-08,16,1932990593,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2019-01-08,16,2039259869,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,16,2066452944,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,17,104130294.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,17,432924245.2,Knicks at Hornets 2018-12-14,Player Interview,2018121423,1
2019-01-08,17,771702675.2,"Knicks at Hawks 2018-11-07,Knicks at Raptors 2018-11-10,Knicks vs Magic 2018-11-11",Full Episode,2018110612,1
2019-01-08,17,1443823305,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,17,1469525570,"Knicks at Hawks 2018-11-07,Knicks at Raptors 2018-11-10,Knicks vs Magic 2018-11-11",Full Episode,2018110612,1
2019-01-08,17,1682704881,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,17,1682704881,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,17,1682704881,Knicks at Trail Blazers 2019-01-07,Segment,2019010811,1
2019-01-08,17,1710240354,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,17,1710240354,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010811,3
2019-01-08,17,1710240354,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010811,1
2019-01-08,17,1710240354,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010811,1
2019-01-08,18,141760765.2,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010800,2
2019-01-08,18,368816732.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010811,1
2019-01-08,18,573287711.2,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,18,941123585.2,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,1
2019-01-08,18,1118599852,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,18,1219213301,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,18,1225176196,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,18,1225176196,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010800,1
2019-01-08,18,1225176196,Knicks at Trail Blazers 2019-01-07,Player Interview,2019010800,1
2019-01-08,18,1355858901,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,18,1421389383,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,18,1876061405,Knicks at Lakers 2019-01-04,Player Interview,2019010501,1
2019-01-08,18,1937812002,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,19,71208923.15,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,19,154445326.2,Knicks at Trail Blazers 2019-01-07,Coach Interview,2019010800,1
2019-01-08,19,509354753.2,Knicks vs Bucks 2018-02-06,Highlight Clip,2018020620,1
2019-01-08,19,511535871.1,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010801,1
2019-01-08,19,511535871.1,Knicks at Trail Blazers 2019-01-07,Highlights Analysis,2019010801,2
2019-01-08,19,575090724.2,Knicks at Lakers 2019-01-04,Highlights Analysis,2019010501,1
2019-01-08,19,941441539.2,Knicks at Jazz 2018-12-29,Feature,2018122920,1
2019-01-08,19,1885054114,Knicks at Trail Blazers 2019-01-07,Segment,2019010722,1
2019-01-08,19,2125437211,Knicks at Trail Blazers 2019-01-07,Highlight Clip,2019010801,1
